Year,Month,Region,Org Code,Org Name,A0,A1,A2,A3,A4,A114,A5,A6,A111,A112,A113,A7,A8,A9,A10,A11,A12,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A17,A18,A19,A20,A21,A22,A23,A53,A54,A55,A56,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A74,A82,A83,A84,A78,A94,A95,A96,A115,A116,A117,A118,A75,A85,A86,A87,A79,A97,A98,A99,A119,A120,A121,A122,A76,A88,A89,A90,A80,A100,A101,A102,A77,A91,A92,A93,A81,A103,A104,A105,A49,A50,A51,A52,A13,A14,A15,A16,A106,A107,A108,A109,A110,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73
2021,6,North East and Yorkshire,Y63,North East and Yorkshire,159996,103874,3701379,36,2,111,164,289,401,3030,345,110194,9989,6864,60882,17664,631,4810858,482,827,3812079,555,980,113979095,1872,3938,105332396,5963,14465,4677355,7413,17831,11271,701,1352,6653,2950,6268,1781,60014,9609,29300,98923,18641,14572,12545,9920,79669,65635,27749,19074,1036,681,289,158275,548,908,146,65080,446,861,9554,4587503,480,823,6043,11667222,1931,3922,1609,2790929,1735,3685,53230,99520944,1870,3949,3546,22261594,6278,13019,2236,14374990,6429,13419,2671,26505999,9924,21804,955,9188742,9622,22788,301,123402,410,691,5847,327999,56,133,109,175953,1614,3042,96,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,North West,Y62,North West,155836,132491,2197173,17,1,60,87,141,224,17997,0,98404,12458,8790,54028,13355,0,6220546,499,843,5671348,645,1115,123970521,2295,4678,159035711,11908,28435,.,.,.,8916,520,6074,819,689,1633,203,52447,7536,29505,89488,24384,19579,17085,13931,75332,56627,20576,13875,0,0,125,90136,721,1079,42,22727,541,1098,12291,6107683,497,840,3971,9700791,2443,4642,2110,4924042,2334,4828,47947,109345688,2281,4675,2517,35164837,13971,30800,1365,19008382,13926,33025,1188,26446282,22261,55194,652,17707629,27159,60688,293,112653,384,660,6449,301229,47,98,96,278444,2900,5314,70,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,Midlands,Y60,Midlands,247253,190314,1944209,10,1,34,57,110,755,2700,708,169941,15663,9870,91414,37811,1366,7253375,463,815,7344367,744,1539,160014042,1750,3591,236869341,6265,14919,9835049,7200,17748,14726,1844,1237,17,4850,6795,5714,88073,9884,57258,155215,30684,22167,19371,14276,123319,96510,71078,39615,3267,1349,116,57869,499,911,88,45908,522,995,15459,7149598,462,813,4646,6141524,1322,2663,1838,3191241,1736,4022,84930,150681277,1774,3630,2951,16393613,5555,12088,877,7103867,8100,19421,3834,27860630,7267,15337,265,2468788,9316,25089,610,180336,296,497,8769,361760,41,86,233,355357,1525,2862,215,313,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,East of England,Y61,East of England,123513,86078,1528533,18,3,63,91,143,391,16,3782,80384,6996,4494,48219,11153,312,3405930,487,915,2265270,504,952,92714394,1923,4008,70782025,6346,16678,2758809,8842,22667,8147,68,4385,746,34,3660,771,43756,2756,25725,72237,16940,11644,10772,7564,78213,53747,23564,13091,567,338,10,3038,304,495,0,0,-,-,6986,3402892,487,915,2971,6015743,2025,4005,1022,1954725,1913,4408,44226,84743926,1916,4006,639,5303443,8300,21111,177,1139643,6439,17279,868,8444525,9729,24316,75,626438,8353,17902,518,151424,292,513,4864,240607,49,100,207,305545,1476,3782,196,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,London,Y56,London,190663,145870,2616409,18,0,69,114,226,617,0,1501,115645,9357,6550,63816,19931,1460,3681499,393,657,4093156,625,1058,104691922,1641,3498,101654980,5100,12338,17803329,12194,26409,17138,312,2885,3285,186,13755,0,59523,4965,34019,98507,23884,18452,16441,12879,93078,70839,30541,22635,2050,1538,146,83395,571,899,79,38990,494,910,9132,3559114,390,653,3262,5735771,1758,3610,1218,1790994,1470,3402,59336,97165157,1638,3492,1058,7194375,6800,14997,265,1560336,5888,12068,1026,10873939,10598,21110,57,480756,8434,15502,807,269493,334,592,4749,383622,81,178,201,548984,2731,5787,176,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,South East,Y59,South East,187381,133921,2386146,18,2,60,102,196,629,41,130,125274,9373,5936,62997,32230,1498,4456016,475,875,3583955,604,1108,89503892,1421,2793,225451257,6995,15469,12188646,8137,17397,13888,421,2097,2779,1353,10017,2158,67175,3922,40289,111386,18380,13616,11487,8637,85569,66558,56866,34806,2548,1703,141,83151,590,977,128,63475,496,1009,9104,4309390,473,871,4352,5860026,1347,2547,1747,2386156,1366,2869,56898,81257710,1428,2807,3572,24590821,6884,13852,1246,9628703,7728,16727,1010,14435025,14292,26414,151,1936034,12821,25127,244,80726,331,532,6800,373704,55,95,179,284100,1587,3211,170,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,South West,Y58,South West,126046,99511,881019,9,2,24,45,99,300,52,3100,83285,9669,5792,44271,16573,243,5003897,518,983,3692418,638,1190,98914457,2234,4702,123878619,7475,19717,2537779,10444,25709,6541,737,1916,3203,597,3291,6,41023,3656,32065,76744,20176,14403,12147,8754,61678,47679,27512,17639,362,256,67,44391,663,1328,50,28027,561,981,9552,4931479,516,982,2091,5157871,2467,5032,1012,2413799,2385,5127,41168,91342787,2219,4681,1699,14019940,8252,18679,313,2737136,8745,21340,892,10185740,11419,24769,51,420968,8254,20856,712,279219,392,682,6220,244712,39,67,180,368526,2047,3886,158,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,107923,86693,1820553,21,3,75,115,207,445,2700,574,70400,7328,4728,42257,9000,126,3669797,501,886,4826918,1021,2260,105068551,2486,5155,81832317,9092,21160,1131912,8983,22281,8246,1797,1203,17,4412,834,3101,36576,3788,21790,62154,13306,10320,8780,6925,57131,45133,13751,9676,113,76,0,0,.,.,17,8885,523,1087,7311,3660912,501,885,595,1650746,2774,5876,871,2085278,2394,5723,40791,101332527,2484,5131,4,38478,9620,20497,314,3792926,12079,28785,2435,18278860,7507,15427,102,1278515,12534,33158,317,96058,303,532,3924,238004,61,138,68,165030,2427,4396,59,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,123513,86078,1528533,18,3,63,91,143,391,16,3782,80384,6996,4494,48219,11153,312,3405930,487,915,2265270,504,952,92714394,1923,4008,70782025,6346,16678,2758809,8842,22667,8147,68,4385,746,34,3660,771,43756,2756,25725,72237,16940,11644,10772,7564,78213,53747,23564,13091,567,338,10,3038,304,495,0,0,-,-,6986,3402892,487,915,2971,6015743,2025,4005,1022,1954725,1913,4408,44226,84743926,1916,4006,639,5303443,8300,21111,177,1139643,6439,17279,868,8444525,9729,24316,75,626438,8353,17902,518,151424,292,513,4864,240607,49,100,207,305545,1476,3782,196,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,Y59,R1F,ISLE OF WIGHT NHS TRUST,3452,1960,19417,10,1,36,71,115,14,0,2,2453,151,101,1118,662,39,92896,615,1137,73305,726,1281,1961445,1754,3818,3924633,5928,13186,211128,5414,10802,283,1,30,48,4,248,12,1422,22,726,2170,234,199,155,136,1341,1220,826,711,44,41,4,1974,494,881,0,0,.,.,147,90922,619,1155,98,172137,1757,3661,8,12425,1553,3821,1012,1776883,1756,3804,180,1108682,6159,10847,4,3731,933,1553,12,167210,13934,28394,3,3900,1300,1627,6,1693,282,472,118,5328,45,84,0,0,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,190663,145870,2616409,18,0,69,114,226,617,0,1501,115645,9357,6550,63816,19931,1460,3681499,393,657,4093156,625,1058,104691922,1641,3498,101654980,5100,12338,17803329,12194,26409,17138,312,2885,3285,186,13755,0,59523,4965,34019,98507,23884,18452,16441,12879,93078,70839,30541,22635,2050,1538,146,83395,571,899,79,38990,494,910,9132,3559114,390,653,3262,5735771,1758,3610,1218,1790994,1470,3402,59336,97165157,1638,3492,1058,7194375,6800,14997,265,1560336,5888,12068,1026,10873939,10598,21110,57,480756,8434,15502,807,269493,334,592,4749,383622,81,178,201,548984,2731,5787,176,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,52469,39888,837274,21,3,52,84,164,127,2780,11,37401,3137,2010,20938,6266,378,1310445,418,747,958464,477,889,41932032,2003,4059,42740892,6821,17038,2405190,6363,16264,3806,35,220,1439,235,3316,0,19865,3805,9925,33595,5868,4578,3725,2944,27188,22692,10284,6759,662,409,82,45254,552,908,92,35946,391,761,2963,1229245,415,740,2584,5199085,2012,3960,627,1089094,1737,3644,17727,35643853,2011,4094,1144,8064753,7050,14169,465,3942958,8479,18242,1064,10389772,9765,19886,188,2360320,12555,28193,87,42878,493,878,1689,44940,27,49,0,0,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,155836,132491,2197173,17,1,60,87,141,224,17997,0,98404,12458,8790,54028,13355,0,6220546,499,843,5671348,645,1115,123970521,2295,4678,159035711,11908,28435,.,.,.,8916,520,6074,819,689,1633,203,52447,7536,29505,89488,24384,19579,17085,13931,75332,56627,20576,13875,0,0,125,90136,721,1079,42,22727,541,1098,12291,6107683,497,840,3971,9700791,2443,4642,2110,4924042,2334,4828,47947,109345688,2281,4675,2517,35164837,13971,30800,1365,19008382,13926,33025,1188,26446282,22261,55194,652,17707629,27159,60688,293,112653,384,660,6449,301229,47,98,96,278444,2900,5314,70,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,84574,52146,618010,12,3,34,70,138,317,7,69,57370,4393,2697,25428,16177,1160,1956420,445,830,1551466,575,1049,30298845,1192,2374,78225717,4836,10864,8053162,6942,15024,7472,240,985,661,772,5475,462,28001,2793,19104,49898,8315,6165,5029,3778,33264,26585,24581,17906,1858,1338,45,25174,559,880,41,18854,460,1067,4307,1912392,444,826,2071,2430860,1174,2243,541,564060,1043,2253,22816,27303925,1197,2387,2334,10444791,4475,9036,708,2497989,3528,7462,249,2457183,9868,18918,48,330315,6882,15534,219,72898,333,521,3399,153149,45,89,73,141158,1934,3946,71,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,99355,79815,1748719,22,1,78,123,236,298,34,59,65451,4829,3138,36451,15391,299,2406700,498,908,1959184,624,1153,57243602,1570,3054,143300907,9311,20408,3924356,13125,27464,6133,180,1082,2070,577,4294,1684,37752,1107,20459,59318,9831,7252,6303,4723,50964,38753,31459,16189,646,324,92,56003,609,1028,87,44621,513,981,4650,2306076,496,903,2183,3257029,1492,2786,1198,1809671,1511,3141,33070,52176902,1578,3066,1058,13037348,12323,24987,534,7126983,13346,29125,749,11810632,15769,28874,100,1601819,16018,30437,19,6135,323,672,3283,215227,66,101,106,142942,1349,2704,99,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,126046,99511,881019,9,2,24,45,99,300,52,3100,83285,9669,5792,44271,16573,243,5003897,518,983,3692418,638,1190,98914457,2234,4702,123878619,7475,19717,2537779,10444,25709,6541,737,1916,3203,597,3291,6,41023,3656,32065,76744,20176,14403,12147,8754,61678,47679,27512,17639,362,256,67,44391,663,1328,50,28027,561,981,9552,4931479,516,982,2091,5157871,2467,5032,1012,2413799,2385,5127,41168,91342787,2219,4681,1699,14019940,8252,18679,313,2737136,8745,21340,892,10185740,11419,24769,51,420968,8254,20856,712,279219,392,682,6220,244712,39,67,180,368526,2047,3886,158,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,139330,103621,123656,1,0,0,8,29,310,0,134,99541,8335,5142,49157,28811,1240,3583578,430,753,2517449,490,876,54945491,1118,2246,155037024,5381,12969,8703137,7019,17287,6480,47,34,0,438,5961,2613,51497,6096,35468,93061,17378,11847,10591,7351,66188,51377,57327,29939,3154,1273,116,57869,499,911,71,37023,521,973,8148,3488686,428,748,4051,4490778,1109,2191,967,1105963,1144,2490,44139,49348750,1118,2243,2947,16355135,5550,12077,563,3310941,5881,14199,1399,9581770,6849,15180,163,1190273,7302,20039,293,84278,288,459,4845,123756,26,43,165,190327,1153,2230,156,313,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,107527,63986,2864105,45,1,147,214,367,274,250,334,72793,6852,4854,39944,11398,253,3500413,511,864,2853615,588,1018,72047063,1804,3874,62591504,5491,13050,2272165,8981,20172,7465,666,1132,5214,2715,2952,1781,40149,5804,19375,65328,12773,9994,8820,6976,52481,42943,17465,12315,374,272,207,113021,546,908,54,29134,540,1032,6591,3358258,510,861,3459,6468137,1870,3893,982,1701835,1733,3711,35503,63877091,1799,3877,2402,14196841,5910,12472,1771,10432032,5890,12153,1607,16116227,10029,23074,767,6828422,8903,21463,214,80524,376,615,4158,283059,68,167,109,175953,1614,3042,96,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,Eng,Eng,England,1296174,1003799,42155833,42,3,128,185,369,3165,23966,8188,793521,81686,53089,438744,132625,4869,41901283,513,915,35680965,672,1245,1081085764,2464,5264,1225029148,9237,22875,52171105,10715,24771,91167,5394,21427,18867,12521,51825,10385,405177,39966,257211,702354,166769,125100,107631,82182,614799,471090,223989,143539,8072,5179,891,557903,626,1085,544,288698,531,1017,80251,41054682,512,912,29330,71799594,2448,5051,10956,28333216,2586,5557,398458,980952954,2462,5272,14140,139531233,9868,22138,5869,66285766,11294,27016,10865,136571498,12570,28385,2013,37020733,18391,42503,3734,1360815,364,635,48091,3327702,69,157,1070,2546464,2380,4992,934,364,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,North East and Yorkshire,Y63,North East and Yorkshire,174284,119916,9292141,77,15,189,261,893,391,3376,295,116155,11156,7545,65392,16021,561,5743977,515,886,4541583,602,1040,154313336,2360,5009,130908017,8171,19634,4699618,8377,20626,14084,1009,1593,7827,3757,7725,1483,60980,8910,32181,102071,20459,16094,13421,10739,85702,70510,24398,17345,890,593,323,187056,579,958,156,70481,452,814,10677,5486440,514,883,6554,16264738,2482,5193,1694,4039203,2384,5006,57144,134009395,2345,4981,3321,27403634,8252,16793,2044,19140278,9364,21161,2422,30731795,12689,27495,826,13125772,15891,39061,333,133631,401,639,6397,367580,57,168,101,212654,2105,4234,89,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,North West,Y62,North West,170886,149692,7641850,51,1,151,193,258,231,17882,0,98089,14128,9722,54991,11997,0,7663377,542,926,6755933,695,1186,185648153,3376,7382,178374720,14868,37210,.,.,.,8198,545,5225,908,769,1659,176,51456,7093,31342,89891,27436,22147,18810,15354,77316,57756,17430,12653,0,0,96,66767,695,1294,43,25832,601,984,13989,7570778,541,923,4202,14240024,3389,6957,2246,7721148,3438,7396,48543,163686981,3372,7423,2144,37588896,17532,43419,1222,22338112,18280,44686,1020,24849936,24363,63251,529,16864850,31881,67990,291,116427,400,667,7565,579863,77,187,89,248479,2792,4468,66,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,Midlands,Y60,Midlands,280295,225883,4298683,19,1,56,102,240,685,2608,741,171765,18323,11416,94957,30253,1155,9217118,503,896,8877039,778,1605,228381773,2405,5100,314665870,10401,25549,12960471,11221,26797,18758,1976,1514,43,5821,9447,6061,85041,9822,58144,153007,35310,25640,21861,16222,129103,100513,55771,31885,2324,1121,112,65726,587,1022,111,68707,619,1270,18100,9082685,502,894,5500,10797500,1963,4037,2044,5272784,2580,5619,87413,212311489,2429,5153,2351,18936337,8055,18763,734,8093973,11027,28070,3820,32388805,8479,17698,311,2927732,9414,23877,745,238307,320,570,10206,505156,49,106,182,377842,2076,4400,160,336,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,East of England,Y61,East of England,131579,95941,2267206,24,4,81,110,172,371,15,3788,82081,7673,4944,48898,11575,309,4019412,524,979,2680562,542,1022,111860630,2288,4844,84251854,7279,18802,3400209,11004,28990,8321,83,4388,838,36,3814,748,44329,2626,26805,73760,18080,12410,11502,8033,79298,54014,23449,13319,580,348,13,8687,668,1054,0,0,0,0,7660,4010725,524,977,2965,7185486,2423,4835,1002,2463953,2459,5477,44931,102211191,2275,4835,501,4868555,9718,25555,153,1782644,11651,37020,771,10337753,13408,39219,77,997102,12949,39463,568,183978,324,607,5114,278414,54,114,187,358721,1918,4521,171,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,London,Y56,London,203432,157514,8724632,55,0,195,264,378,580,0,1701,115509,10197,7149,63554,17533,1357,4275792,419,709,4646031,650,1123,151808182,2389,5187,110427753,6298,16033,17898959,13190,28045,19006,386,3846,3662,158,14616,0,57291,4489,34723,96503,25627,19632,17775,13893,89255,70123,26377,19967,1810,1429,167,103484,620,957,71,40584,572,1013,9959,4131724,415,702,3486,9045277,2595,5364,1250,2899089,2319,5206,58818,139863816,2378,5176,845,7944901,9402,18976,200,1586781,7934,15920,998,12004521,12029,25635,69,644143,9335,23587,837,301003,360,637,5160,614089,119,278,190,645335,3397,8001,166,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,South East,Y59,South East,197720,146404,6020446,41,2,136,199,378,572,37,110,125810,9592,6034,65205,30531,1309,4828529,503,940,3835452,636,1184,110015630,1687,3392,266503251,8729,19851,11551151,8824,20422,13983,450,1913,2546,1399,10221,1916,66633,3766,41428,111827,18458,13808,11551,8754,89646,68864,52839,32811,2211,1500,132,93543,709,1383,124,59928,483,952,9336,4675058,501,934,4552,7413501,1629,3219,1696,2790004,1645,3354,58957,99812125,1693,3410,3497,26927830,7700,15410,1234,10037576,8134,17750,1062,17057085,16061,29618,171,2157019,12614,26895,217,78176,360,579,6847,553464,81,153,174,346892,1994,3795,154,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,South West,Y58,South West,137978,108449,3910875,36,3,115,200,361,335,48,1553,84112,10617,6279,45747,14715,178,6153078,580,1093,4344365,692,1305,139058060,3040,6650,139897683,9507,26849,1660697,9330,24380,8817,945,2948,3043,581,4343,1,39447,3260,32588,75295,21399,15369,12711,9187,64479,49310,23725,15559,257,188,48,32640,680,1296,39,23166,594,1355,10530,6097272,579,1090,2071,6853068,3309,7241,1024,3147035,3073,6470,42652,129057957,3026,6625,1481,15861080,10710,25209,282,3306402,11725,33131,772,9201603,11919,29028,30,304115,10137,21188,743,309293,416,723,6802,429136,63,132,147,356541,2425,4691,128,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,117671,96820,2757140,28,3,97,143,252,447,2608,551,70872,8424,5354,42306,8134,132,4607588,547,992,5615766,1049,2324,131626366,3111,6686,92278905,11345,27416,1385805,10499,21968,8636,1760,1100,43,5141,635,3869,35857,3801,22578,62236,14857,11592,9724,7654,57616,45402,12263,8764,78,50,0,0,.,.,18,11773,654,1298,8406,4595815,547,990,670,2348813,3506,7699,961,2926920,3046,6639,40675,126350633,3106,6671,3,25473,8491,15505,276,3827048,13866,34448,2298,19252804,8378,16807,86,1083925,12604,36773,341,103988,305,554,4573,304270,67,160,46,105843,2301,4390,37,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,131579,95941,2267206,24,4,81,110,172,371,15,3788,82081,7673,4944,48898,11575,309,4019412,524,979,2680562,542,1022,111860630,2288,4844,84251854,7279,18802,3400209,11004,28990,8321,83,4388,838,36,3814,748,44329,2626,26805,73760,18080,12410,11502,8033,79298,54014,23449,13319,580,348,13,8687,668,1054,0,0,0,0,7660,4010725,524,977,2965,7185486,2423,4835,1002,2463953,2459,5477,44931,102211191,2275,4835,501,4868555,9718,25555,153,1782644,11651,37020,771,10337753,13408,39219,77,997102,12949,39463,568,183978,324,607,5114,278414,54,114,187,358721,1918,4521,171,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,Y59,R1F,ISLE OF WIGHT NHS TRUST,2917,1455,12680,9,1,6,27,187,9,1,6,2242,101,69,888,836,68,59569,590,1154,44384,643,1189,1073869,1209,2468,2502234,2993,6874,305661,4495,10125,183,1,8,12,6,168,8,1302,14,743,2059,155,132,110,94,1049,961,1004,898,76,69,2,1321,661,731,0,0,.,.,99,58248,588,1157,79,85817,1086,2147,0,0,.,.,809,988052,1221,2484,134,508836,3797,7750,4,6825,1706,2797,17,170601,10035,22426,9,15728,1748,3763,8,2922,365,622,72,3322,46,76,1,1932,1932,1932,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,203432,157514,8724632,55,0,195,264,378,580,0,1701,115509,10197,7149,63554,17533,1357,4275792,419,709,4646031,650,1123,151808182,2389,5187,110427753,6298,16033,17898959,13190,28045,19006,386,3846,3662,158,14616,0,57291,4489,34723,96503,25627,19632,17775,13893,89255,70123,26377,19967,1810,1429,167,103484,620,957,71,40584,572,1013,9959,4131724,415,702,3486,9045277,2595,5364,1250,2899089,2319,5206,58818,139863816,2378,5176,845,7944901,9402,18976,200,1586781,7934,15920,998,12004521,12029,25635,69,644143,9335,23587,837,301003,360,637,5160,614089,119,278,190,645335,3397,8001,166,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,56335,44856,1693030,38,9,103,159,318,109,3151,12,38701,3358,2090,21989,5190,343,1406471,419,729,994545,476,826,57060174,2595,5283,49173001,9475,23996,2329243,6791,16697,4919,56,274,1735,257,4332,0,19877,3599,10306,33782,6365,4892,3940,3071,28597,23868,8079,5683,549,348,103,51662,502,820,107,43271,404,783,3148,1311538,417,719,2829,7592785,2684,5345,661,1782879,2697,5538,18499,47684510,2578,5254,1209,9346477,7731,14556,436,4647764,10660,25776,1066,10814573,10145,19399,146,2398146,16426,37088,98,43083,440,687,1808,46792,26,47,0,0,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,170886,149692,7641850,51,1,151,193,258,231,17882,0,98089,14128,9722,54991,11997,0,7663377,542,926,6755933,695,1186,185648153,3376,7382,178374720,14868,37210,.,.,.,8198,545,5225,908,769,1659,176,51456,7093,31342,89891,27436,22147,18810,15354,77316,57756,17430,12653,0,0,96,66767,695,1294,43,25832,601,984,13989,7570778,541,923,4202,14240024,3389,6957,2246,7721148,3438,7396,48543,163686981,3372,7423,2144,37588896,17532,43419,1222,22338112,18280,44686,1020,24849936,24363,63251,529,16864850,31881,67990,291,116427,400,667,7565,579863,77,187,89,248479,2792,4468,66,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,90809,59180,1893254,32,4,114,161,243,264,6,63,58452,4415,2706,27019,15579,1030,2086173,473,891,1660052,613,1148,40422718,1496,3071,99825981,6408,14544,8353759,8110,19329,7552,219,843,660,839,5651,418,28302,2790,19808,50900,7928,6081,4886,3743,35385,28368,23262,17145,1669,1210,49,35115,717,1452,37,14014,379,878,4329,2037044,471,884,2113,3095487,1465,2907,509,640772,1259,2689,24397,36686459,1504,3098,2404,12238035,5091,9597,765,3284739,4294,8226,291,3470610,11926,19715,63,426747,6774,15798,204,73995,363,582,3406,207801,61,141,68,135460,1992,4621,61,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,103994,85769,4114512,48,1,154,228,474,299,30,41,65116,5076,3259,37298,14116,211,2682787,529,979,2131016,654,1214,68519043,1837,3647,164175036,11630,26476,2891731,13705,29073,6248,230,1062,1874,554,4402,1490,37029,962,20877,58868,10375,7595,6555,4917,53212,39535,28573,14768,466,221,81,57107,705,1357,87,45914,528,984,4908,2579766,526,973,2360,4232197,1793,3534,1187,2149232,1811,3639,33751,62137614,1841,3657,959,14180959,14787,31052,465,6746012,14508,33548,754,13415874,17793,33602,99,1714544,17319,36059,5,1259,252,400,3369,342341,102,166,105,209500,1995,3278,92,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,137978,108449,3910875,36,3,115,200,361,335,48,1553,84112,10617,6279,45747,14715,178,6153078,580,1093,4344365,692,1305,139058060,3040,6650,139897683,9507,26849,1660697,9330,24380,8817,945,2948,3043,581,4343,1,39447,3260,32588,75295,21399,15369,12711,9187,64479,49310,23725,15559,257,188,48,32640,680,1296,39,23166,594,1355,10530,6097272,579,1090,2071,6853068,3309,7241,1024,3147035,3073,6470,42652,129057957,3026,6625,1481,15861080,10710,25209,282,3306402,11725,33131,772,9201603,11919,29028,30,304115,10137,21188,743,309293,416,723,6802,429136,63,132,147,356541,2425,4691,128,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,162624,129063,1541543,12,0,26,71,231,238,0,190,100893,9899,6062,52651,22119,1023,4609530,466,815,3261273,538,970,96755407,1838,3826,222386965,10054,24862,11574666,11314,27420,10122,216,414,0,680,8812,2192,49184,6021,35566,90771,20453,14048,12137,8568,71487,55111,43508,23121,2246,1071,112,65726,587,1022,93,56934,612,1265,9694,4486870,463,811,4830,8448687,1749,3529,1083,2345864,2166,4714,46738,85960856,1839,3831,2348,18910864,8054,18767,458,4266925,9316,24227,1522,13136001,8631,19043,225,1843807,8195,18948,404,134319,332,584,5633,200886,36,62,136,271999,2000,4404,123,336,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,117949,75060,7599111,101,18,241,322,1236,282,225,283,77454,7798,5455,43403,10831,218,4337506,556,953,3547038,650,1122,97253162,2241,4870,81735016,7546,17544,2370375,10873,26808,9165,953,1319,6092,3500,3393,1483,41103,5311,21875,68289,14094,11202,9481,7668,57105,46642,16319,11662,341,245,220,135394,615,1023,49,27210,555,881,7529,4174902,555,952,3725,8671953,2328,5077,1033,2256324,2184,4666,38645,86324885,2234,4850,2112,18057157,8550,18073,1608,14492514,9013,19910,1356,19917222,14688,33859,680,10727626,15776,39485,235,90548,385,619,4589,320788,70,215,101,212654,2105,4234,89,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
